"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 01- 10","9,228,000","8,941,000","9,260,000","8,750,000","2.33K","3.15%"
"2020- 01- 09","8,946,000","9,095,000","9,127,000","8,886,000","1.18K","-1.65%"
"2020- 01- 08","9,096,000","9,391,000","9,742,000","9,013,000","4.04K","-3.14%"
"2020- 01- 07","9,391,000","8,856,000","9,436,000","8,855,000","2.85K","6.05%"
"2020- 01- 06","8,855,000","8,461,000","8,883,000","8,455,000","1.26K","4.67%"
"2020- 01- 05","8,460,000","8,477,000","8,633,000","8,430,000","0.69K","-0.22%"
"2020- 01- 04","8,479,000","8,475,000","8,510,000","8,388,000","0.48K","0.08%"
"2020- 01- 03","8,472,000","8,046,000","8,524,000","7,909,000","0.90K","5.29%"
"2020- 01- 02","8,046,000","8,304,000","8,308,000","8,033,000","0.96K","-3.12%"
"2020- 01- 01","8,305,000","8,309,000","8,362,000","8,289,000","0.32K","-0.04%"
"2019- 12- 31","8,308,000","8,338,000","8,440,000","8,253,000","0.55K","-0.40%"
"2019- 12- 30","8,341,000","8,489,000","8,498,000","8,330,000","0.48K","-1.76%"
"2019- 12- 29","8,490,000","8,428,000","8,634,000","8,396,000","0.90K","0.77%"
"2019- 12- 28","8,425,000","8,393,000","8,483,000","8,384,000","0.40K","0.39%"
"2019- 12- 27","8,392,000","8,367,000","8,420,000","8,201,000","0.58K","0.27%"
"2019- 12- 26","8,369,000","8,377,000","8,597,000","8,316,000","1.35K","-0.08%"
"2019- 12- 25","8,376,000","8,450,000","8,469,000","8,314,000","0.85K","-0.90%"
"2019- 12- 24","8,452,000","8,519,000","8,629,000","8,357,000","1.00K","-0.80%"
"2019- 12- 23","8,520,000","8,689,000","8,893,000","8,457,000","2.10K","-1.89%"
"2019- 12- 22","8,684,000","8,299,000","8,688,000","8,281,000","1.70K","4.63%"
"2019- 12- 21","8,300,000","8,336,000","8,340,000","8,259,000","0.31K","-0.44%"
"2019- 12- 20","8,337,000","8,320,000","8,397,000","8,249,000","0.40K","0.20%"
"2019- 12- 19","8,320,000","8,470,000","8,588,000","8,218,000","0.46K","-1.77%"
"2019- 12- 18","8,470,000","7,744,000","8,650,000","7,550,000","3.31K","9.35%"
"2019- 12- 17","7,746,000","8,053,000","8,095,000","7,700,000","2.84K","-3.84%"
"2019- 12- 16","8,055,000","8,324,000","8,335,000","8,010,000","3.25K","-3.23%"
"2019- 12- 15","8,324,000","8,272,000","8,425,000","8,202,000","8.20K","0.63%"
"2019- 12- 14","8,272,000","8,494,000","8,523,000","8,201,000","2.72K","-2.63%"
"2019- 12- 13","8,495,000","8,434,000","8,575,000","8,408,000","6.87K","0.79%"
"2019- 12- 12","8,428,000","8,485,000","8,562,000","8,375,000","3.38K","-0.66%"
"2019- 12- 11","8,484,000","8,539,000","8,595,000","8,436,000","2.14K","-0.57%"
"2019- 12- 10","8,533,000","8,678,000","8,729,000","8,480,000","1.84K","-1.67%"
"2019- 12- 09","8,678,000","8,806,000","8,887,000","8,645,000","3.06K","-1.40%"
"2019- 12- 08","8,801,000","8,787,000","8,850,000","8,680,000","4.29K","0.18%"
"2019- 12- 07","8,785,000","8,810,000","8,889,000","8,772,000","0.56K","-0.40%"
"2019- 12- 06","8,820,000","8,689,000","8,834,000","8,618,000","1.68K","1.47%"
"2019- 12- 05","8,692,000","8,516,000","8,808,000","8,484,000","1.21K","2.03%"
"2019- 12- 04","8,519,000","8,609,000","8,972,000","8,427,000","2.22K","-0.98%"
"2019- 12- 03","8,603,000","8,602,000","8,701,000","8,550,000","0.72K","0.03%"
"2019- 12- 02","8,600,000","8,683,000","8,729,000","8,457,000","0.73K","-0.96%"
"2019- 12- 01","8,683,000","8,878,000","8,886,000","8,509,000","1.17K","-2.30%"
"2019- 11- 30","8,887,000","9,080,000","9,126,000","8,759,000","1.24K","-2.08%"
"2019- 11- 29","9,076,000","8,720,000","9,193,000","8,700,000","1.60K","4.08%"
"2019- 11- 28","8,720,000","8,772,000","8,931,000","8,653,000","2.52K","-0.60%"
"2019- 11- 27","8,773,000","8,410,000","8,956,000","8,053,000","4.52K","4.43%"
"2019- 11- 26","8,401,000","8,335,000","8,626,000","8,251,000","1.34K","0.77%"
"2019- 11- 25","8,337,000","8,204,000","8,650,000","7,686,000","2.71K","1.61%"
"2019- 11- 24","8,205,000","8,672,000","8,694,000","8,164,000","2.61K","-5.37%"
"2019- 11- 23","8,671,000","8,659,000","8,700,000","8,403,000","2.12K","0.05%"
"2019- 11- 22","8,667,000","9,037,000","9,129,000","8,195,000","4.52K","-4.06%"
"2019- 11- 21","9,034,000","9,483,000","9,532,000","8,931,000","3.10K","-4.71%"
"2019- 11- 20","9,481,000","9,516,000","9,599,000","9,415,000","1.08K","-0.37%"
"2019- 11- 19","9,516,000","9,587,000","9,612,000","9,364,000","1.04K","-0.77%"
"2019- 11- 18","9,590,000","9,926,000","9,927,000","9,525,000","2.67K","-3.40%"
"2019- 11- 17","9,928,000","9,929,000","10,050,000","9,829,000","2.24K","-0.01%"
"2019- 11- 16","9,929,000","9,925,000","9,994,000","9,883,000","0.99K","0.08%"
"2019- 11- 15","9,921,000","10,082,000","10,220,000","9,859,000","1.33K","-1.53%"
"2019- 11- 14","10,075,000","10,222,000","10,242,000","10,039,000","2.88K","-1.37%"
"2019- 11- 13","10,215,000","10,263,000","10,282,000","10,150,000","1.82K","-0.44%"
"2019- 11- 12","10,260,000","10,162,000","10,304,000","10,010,000","1.68K","0.93%"
"2019- 11- 11","10,165,000","10,498,000","10,512,000","10,075,000","0.79K","-3.17%"
"2019- 11- 10","10,498,000","10,251,000","10,600,000","10,170,000","1.89K","2.39%"
"2019- 11- 09","10,253,000","10,210,000","10,313,000","10,171,000","0.68K","0.41%"
"2019- 11- 08","10,211,000","10,672,000","10,718,000","10,101,000","2.68K","-4.31%"
"2019- 11- 07","10,671,000","10,749,000","10,793,000","10,560,000","2.64K","-0.73%"
"2019- 11- 06","10,749,000","10,763,000","10,844,000","10,710,000","2.09K","-0.10%"
"2019- 11- 05","10,760,000","10,851,000","10,927,000","10,670,000","2.99K","-0.91%"
"2019- 11- 04","10,859,000","10,782,000","10,993,000","10,650,000","2.53K","0.82%"
"2019- 11- 03","10,771,000","10,843,000","10,954,000","10,650,000","1.37K","-0.70%"
"2019- 11- 02","10,847,000","10,798,000","10,959,000","10,751,000","1.69K","0.47%"
"2019- 11- 01","10,796,000","10,702,000","10,851,000","10,602,000","1.44K","0.92%"
"2019- 10- 31","10,698,000","10,704,000","10,980,000","10,505,000","1.30K","0.02%"
"2019- 10- 30","10,696,000","10,888,000","10,904,000","10,514,000","1.33K","-1.77%"
"2019- 10- 29","10,889,000","10,728,000","11,066,000","10,624,000","2.51K","1.53%"
"2019- 10- 28","10,725,000","10,993,000","11,347,000","10,719,000","1.87K","-2.38%"
"2019- 10- 27","10,987,000","10,732,000","11,271,000","10,556,000","5.01K","2.40%"
"2019- 10- 26","10,729,000","10,053,000","11,908,000","10,025,000","3.49K","6.76%"
"2019- 10- 25","10,050,000","8,739,000","10,129,000","8,716,000","8.24K","14.87%"
"2019- 10- 24","8,749,000","8,834,000","8,868,000","8,644,000","0.86K","-0.97%"
"2019- 10- 23","8,835,000","9,469,000","9,534,000","8,693,000","2.14K","-6.72%"
"2019- 10- 22","9,471,000","9,663,000","9,774,000","9,452,000","1.14K","-2.03%"
"2019- 10- 21","9,667,000","9,712,000","9,800,000","9,616,000","0.93K","-0.41%"
"2019- 10- 20","9,707,000","9,443,000","9,814,000","9,375,000","1.84K","2.78%"
"2019- 10- 19","9,444,000","9,437,000","9,565,000","9,357,000","0.83K","0.06%"
"2019- 10- 18","9,438,000","9,559,000","9,630,000","9,352,000","0.78K","-1.31%"
"2019- 10- 17","9,563,000","9,523,000","9,632,000","9,460,000","1.13K","0.44%"
"2019- 10- 16","9,521,000","9,715,000","9,749,000","9,445,000","1.51K","-1.95%"
"2019- 10- 15","9,710,000","9,877,000","9,942,000","9,677,000","2.62K","-1.67%"
"2019- 10- 14","9,875,000","9,811,000","9,905,000","9,740,000","1.48K","0.58%"
"2019- 10- 13","9,818,000","9,879,000","9,998,000","9,733,000","1.51K","-0.63%"
"2019- 10- 12","9,880,000","9,823,000","9,970,000","9,809,000","0.62K","0.61%"
"2019- 10- 11","9,820,000","10,173,000","10,426,000","9,800,000","1.37K","-3.42%"
"2019- 10- 10","10,168,000","10,188,000","10,301,000","10,034,000","1.35K","-0.21%"
"2019- 10- 09","10,189,000","9,725,000","10,299,000","9,671,000","3.36K","4.69%"
"2019- 10- 08","9,733,000","9,751,000","9,928,000","9,669,000","1.01K","-0.14%"
"2019- 10- 07","9,747,000","9,430,000","9,891,000","9,307,000","1.88K","3.41%"
"2019- 10- 06","9,426,000","9,733,000","9,757,000","9,366,000","1.80K","-3.08%"
"2019- 10- 05","9,726,000","9,750,000","9,792,000","9,583,000","0.77K","-0.25%"
"2019- 10- 04","9,750,000","9,938,000","9,938,000","9,674,000","1.01K","-1.84%"
"2019- 10- 03","9,933,000","10,085,000","10,134,000","9,782,000","1.15K","-1.51%"
"2019- 10- 02","10,085,000","10,002,000","10,094,000","9,810,000","1.27K","0.90%"
"2019- 10- 01","9,995,000","9,960,000","10,239,000","9,799,000","1.96K","0.34%"
"2019- 09- 30","9,961,000","9,677,000","9,984,000","9,273,000","2.91K","2.95%"
"2019- 09- 29","9,676,000","9,886,000","9,913,000","9,547,000","1.26K","-2.11%"
"2019- 09- 28","9,885,000","9,830,000","9,977,000","9,643,000","1.87K","0.53%"
"2019- 09- 27","9,833,000","9,697,000","9,910,000","9,439,000","2.76K","1.36%"
"2019- 09- 26","9,701,000","10,144,000","10,201,000","9,367,000","5.33K","-4.36%"
"2019- 09- 25","10,143,000","10,212,000","10,580,000","9,815,000","3.18K","-0.69%"
"2019- 09- 24","10,213,000","11,536,000","11,679,000","9,715,000","12.86K","-11.46%"
"2019- 09- 23","11,535,000","11,931,000","11,959,000","11,483,000","2.46K","-3.32%"
"2019- 09- 22","11,931,000","11,887,000","11,987,000","11,730,000","0.67K","0.35%"
"2019- 09- 21","11,889,000","12,077,000","12,081,000","11,808,000","0.61K","-1.56%"
"2019- 09- 20","12,078,000","12,187,000","12,217,000","11,993,000","0.77K","-0.93%"
"2019- 09- 19","12,191,000","12,052,000","12,251,000","11,575,000","2.04K","1.17%"
"2019- 09- 18","12,050,000","12,064,000","12,154,000","12,010,000","0.77K","-0.10%"
"2019- 09- 17","12,062,000","12,131,000","12,145,000","11,992,000","1.39K","-0.57%"
"2019- 09- 16","12,131,000","12,175,000","12,260,000","11,953,000","0.84K","-0.39%"
"2019- 09- 15","12,178,000","12,256,000","12,280,000","12,146,000","0.31K","-0.69%"
"2019- 09- 14","12,263,000","12,315,000","12,335,000","12,180,000","0.83K","-0.41%"
"2019- 09- 13","12,313,000","12,432,000","12,449,000","12,125,000","1.08K","-0.95%"
"2019- 09- 12","12,431,000","12,169,000","12,468,000","12,038,000","1.36K","2.12%"
"2019- 09- 11","12,173,000","12,073,000","12,249,000","11,866,000","1.07K","0.84%"
"2019- 09- 10","12,072,000","12,265,000","12,340,000","11,957,000","1.38K","-1.65%"
"2019- 09- 09","12,274,000","12,369,000","12,486,000","12,000,000","1.25K","-0.87%"
"2019- 09- 08","12,382,000","12,486,000","12,582,000","12,279,000","0.71K","-0.73%"
"2019- 09- 07","12,473,000","12,342,000","12,598,000","12,340,000","1.42K","1.02%"
"2019- 09- 06","12,347,000","12,639,000","13,000,000","12,300,000","3.91K","-2.37%"
"2019- 09- 05","12,647,000","12,649,000","12,748,000","12,550,000","1.13K","-0.02%"
"2019- 09- 04","12,650,000","12,720,000","12,897,000","12,436,000","2.05K","-0.53%"
"2019- 09- 03","12,718,000","12,445,000","12,960,000","12,312,000","3.10K","2.17%"
"2019- 09- 02","12,448,000","11,779,000","12,556,000","11,740,000","8.74K","5.68%"
"2019- 09- 01","11,779,000","11,616,000","11,858,000","11,555,000","9.60K","1.42%"
"2019- 08- 31","11,614,000","11,663,000","11,728,000","11,510,000","5.23K","-0.41%"
"2019- 08- 30","11,662,000","11,538,000","11,769,000","11,397,000","16.70K","1.07%"
"2019- 08- 29","11,539,000","11,791,000","11,791,000","11,380,000","4.15K","-2.14%"
"2019- 08- 28","11,791,000","12,237,000","12,312,000","11,700,000","3.15K","-3.59%"
"2019- 08- 27","12,230,000","12,430,000","12,449,000","12,095,000","0.57K","-1.59%"
"2019- 08- 26","12,428,000","12,223,000","12,666,000","12,223,000","0.85K","1.66%"
"2019- 08- 25","12,225,000","12,217,000","12,399,000","12,015,000","0.86K","0.21%"
"2019- 08- 24","12,199,000","12,464,000","12,472,000","11,988,000","0.65K","-2.13%"
"2019- 08- 23","12,465,000","12,226,000","12,532,000","12,148,000","0.87K","1.95%"
"2019- 08- 22","12,226,000","12,306,000","12,444,000","11,857,000","0.89K","-0.63%"
"2019- 08- 21","12,303,000","12,307,000","12,420,000","12,053,000","1.21K","-2.84%"
"2019- 08- 18","12,663,000","12,429,000","12,730,000","12,234,000","3.79K","1.88%"
"2019- 08- 17","12,429,000","12,572,000","12,720,000","12,210,000","4.07K","-1.14%"
"2019- 08- 16","12,572,000","12,620,000","12,852,000","11,939,000","10.23K","-0.38%"
"2019- 08- 15","12,620,000","12,210,000","12,774,000","11,509,000","12.74K","3.48%"
"2019- 08- 14","12,196,000","13,152,000","13,152,000","12,100,000","9.11K","-7.24%"
"2019- 08- 13","13,148,000","13,701,000","13,740,000","12,982,000","5.22K","-4.04%"
"2019- 08- 12","13,702,000","13,877,000","13,920,000","13,566,000","2.34K","-1.36%"
"2019- 08- 11","13,891,000","13,691,000","13,926,000","13,430,000","3.57K","1.47%"
"2019- 08- 10","13,690,000","14,254,000","14,330,000","13,581,000","5.92K","-3.96%"
"2019- 08- 09","14,254,000","14,253,000","14,300,000","14,000,000","5.17K","0.03%"
"2019- 08- 08","14,250,000","14,203,000","14,316,000","13,825,000","6.30K","0.45%"
"2019- 08- 07","14,186,000","13,789,000","14,392,000","13,545,000","10.04K","2.88%"
"2019- 08- 06","13,789,000","14,186,000","14,550,000","13,415,000","13.52K","-2.78%"
"2019- 08- 05","14,184,000","12,969,000","14,237,000","12,953,000","10.87K","9.37%"
"2019- 08- 04","12,969,000","12,784,000","13,049,000","12,462,000","5.53K","1.39%"
"2019- 08- 03","12,791,000","12,586,000","12,888,000","12,542,000","4.10K","1.63%"
"2019- 08- 02","12,586,000","12,300,000","12,770,000","12,216,000","5.59K","2.33%"
"2019- 08- 01","12,300,000","11,968,000","12,412,000","11,678,000","5.38K","2.77%"
"2019- 07- 31","11,968,000","11,343,000","11,969,000","11,320,000","6.00K","5.51%"
"2019- 07- 30","11,343,000","11,277,000","11,497,000","11,141,000","3.22K","0.59%"
"2019- 07- 29","11,277,000","11,330,000","11,550,000","11,150,000","3.66K","-0.31%"
"2019- 07- 28","11,312,000","11,307,000","11,418,000","11,000,000","3.53K","0.04%"
"2019- 07- 27","11,307,000","11,668,000","12,017,000","11,150,000","6.31K","-3.09%"
"2019- 07- 26","11,668,000","11,740,000","11,740,000","11,453,000","3.15K","-0.61%"
"2019- 07- 25","11,740,000","11,610,000","12,107,000","11,565,000","4.81K","1.12%"
"2019- 07- 24","11,610,000","11,800,000","11,815,000","11,340,000","7.03K","-1.59%"
"2019- 07- 23","11,798,000","12,325,000","12,326,000","11,760,000","5.72K","-4.28%"
"2019- 07- 22","12,325,000","12,582,000","12,684,000","12,100,000","4.82K","-2.04%"
"2019- 07- 21","12,582,000","12,778,000","12,840,000","12,299,000","5.35K","-1.53%"
"2019- 07- 20","12,777,000","12,534,000","13,108,000","12,410,000","7.47K","1.94%"
"2019- 07- 19","12,534,000","12,653,000","12,788,000","12,200,000","9.45K","-0.94%"
"2019- 07- 18","12,653,000","11,643,000","12,800,000","11,095,000","16.19K","8.67%"
"2019- 07- 17","11,643,000","11,403,000","12,000,000","10,891,000","19.21K","1.91%"
"2019- 07- 16","11,425,000","13,190,000","13,400,000","11,301,000","16.09K","-13.37%"
"2019- 07- 15","13,189,000","12,415,000","13,451,000","11,886,000","14.84K","6.21%"
"2019- 07- 14","12,418,000","13,808,000","13,850,000","12,376,000","12.24K","-10.16%"
"2019- 07- 13","13,822,000","14,194,000","14,255,000","13,401,000","6.25K","-2.55%"
"2019- 07- 12","14,184,000","13,787,000","14,296,000","13,248,000","11.15K","2.93%"
"2019- 07- 11","13,780,000","14,622,000","14,636,000","13,482,000","16.94K","-5.76%"
"2019- 07- 10","14,622,000","14,940,000","15,542,000","14,012,000","17.21K","-2.13%"
"2019- 07- 09","14,940,000","14,574,000","15,175,000","14,433,000","12.17K","2.50%"
"2019- 07- 08","14,576,000","13,649,000","14,722,000","13,503,000","9.35K","6.79%"
"2019- 07- 07","13,649,000","13,602,000","13,775,000","13,403,000","4.25K","0.35%"
"2019- 07- 06","13,602,000","13,346,000","13,980,000","13,340,000","6.92K","1.92%"
"2019- 07- 05","13,346,000","13,515,000","13,788,000","13,070,000","9.98K","-1.32%"
"2019- 07- 04","13,524,000","14,422,000","14,515,000","13,450,000","11.65K","-6.23%"
"2019- 07- 03","14,422,000","13,217,000","14,450,000","13,217,000","16.43K","9.11%"
"2019- 07- 02","13,218,000","13,013,000","13,337,000","11,750,000","21.79K","1.58%"
"2019- 07- 01","13,013,000","13,588,000","13,856,000","12,270,000","16.91K","-3.98%"
"2019- 06- 30","13,552,000","14,568,000","14,829,000","13,499,000","9.75K","-6.97%"
"2019- 06- 29","14,568,000","15,307,000","15,404,000","14,243,000","10.77K","-4.84%"
"2019- 06- 28","15,309,000","14,008,000","15,378,000","13,600,000","17.46K","9.37%"
"2019- 06- 27","13,997,000","15,863,000","16,400,000","12,959,000","32.22K","-11.84%"
"2019- 06- 26","15,876,000","13,983,000","16,850,000","13,885,000","27.61K","13.53%"
"2019- 06- 25","13,984,000","12,900,000","13,999,000","12,870,000","9.25K","8.40%"
"2019- 06- 24","12,900,000","12,686,000","12,969,000","12,450,000","5.20K","1.78%"
"2019- 06- 23","12,675,000","12,385,000","13,040,000","12,200,000","6.49K","2.34%"
"2019- 06- 22","12,385,000","11,991,000","13,054,000","11,840,000","14.64K","3.34%"
"2019- 06- 21","11,985,000","11,350,000","12,000,000","11,350,000","5.89K","5.55%"
"2019- 06- 20","11,355,000","11,062,000","11,400,000","10,943,000","4.75K","2.64%"
"2019- 06- 19","11,063,000","10,900,000","11,100,000","10,833,000","2.56K","1.49%"
"2019- 06- 18","10,901,000","11,056,000","11,083,000","10,750,000","3.85K","-1.51%"
"2019- 06- 17","11,068,000","10,717,000","11,185,000","10,717,000","4.37K","3.19%"
"2019- 06- 16","10,726,000","10,537,000","11,164,000","10,472,000","6.93K","1.80%"
"2019- 06- 15","10,536,000","10,465,000","10,550,000","10,315,000","2.39K","0.68%"
"2019- 06- 14","10,465,000","9,936,000","10,515,000","9,855,000","4.33K","5.27%"
"2019- 06- 13","9,941,000","9,789,000","10,025,000","9,697,000","2.76K","1.46%"
"2019- 06- 12","9,798,000","9,588,000","9,863,000","9,505,000","3.42K","2.19%"
"2019- 06- 11","9,588,000","9,740,000","9,750,000","9,451,000","3.12K","-1.56%"
"2019- 06- 10","9,740,000","9,429,000","9,788,000","9,290,000","4.29K","3.30%"
"2019- 06- 09","9,429,000","9,728,000","9,770,000","9,336,000","2.66K","-3.07%"
"2019- 06- 08","9,728,000","9,741,000","9,813,000","9,592,000","1.99K","-0.17%"
"2019- 06- 07","9,745,000","9,489,000","9,814,000","9,380,000","4.08K","2.70%"
"2019- 06- 06","9,489,000","9,571,000","9,650,000","9,138,000","3.78K","-0.86%"
"2019- 06- 05","9,571,000","9,488,000","9,777,000","9,330,000","5.32K","0.85%"
"2019- 06- 04","9,490,000","10,000,000","10,053,000","9,200,000","9.97K","-5.10%"
"2019- 06- 03","10,000,000","10,501,000","10,502,000","10,000,000","4.58K","-4.76%"
"2019- 06- 02","10,500,000","10,328,000","10,586,000","10,321,000","2.66K","1.67%"
"2019- 06- 01","10,328,000","10,365,000","10,400,000","10,232,000","2.47K","-0.41%"
"2019- 05- 31","10,371,000","10,146,000","10,387,000","9,900,000","5.52K","2.20%"
"2019- 05- 30","10,148,000","10,339,000","10,811,000","9,904,000","7.54K","-1.85%"
"2019- 05- 29","10,339,000","10,332,000","10,490,000","10,046,000","4.02K","0.07%"
"2019- 05- 28","10,332,000","10,382,000","10,451,000","10,204,000","3.81K","-0.47%"
"2019- 05- 27","10,381,000","10,299,000","10,583,000","10,255,000","5.84K","0.79%"
"2019- 05- 26","10,300,000","9,593,000","10,434,000","9,390,000","6.05K","7.43%"
"2019- 05- 25","9,588,000","9,555,000","9,662,000","9,500,000","2.37K","0.33%"
"2019- 05- 24","9,556,000","9,475,000","9,688,000","9,351,000","4.84K","0.78%"
"2019- 05- 23","9,482,000","9,289,000","9,587,000","9,006,000","6.21K","2.07%"
"2019- 05- 22","9,290,000","9,498,000","9,595,000","9,202,000","5.26K","-2.28%"
"2019- 05- 21","9,507,000","9,580,000","9,644,000","9,403,000","4.43K","-0.66%"
"2019- 05- 20","9,570,000","9,699,000","9,700,000","9,200,000","7.18K","-1.33%"
"2019- 05- 19","9,699,000","8,800,000","9,770,000","8,793,000","8.59K","10.25%"
"2019- 05- 18","8,797,000","8,885,000","9,215,000","8,700,000","6.24K","-0.99%"
"2019- 05- 17","8,885,000","9,452,000","9,529,000","8,050,000","14.27K","-6.00%"
"2019- 05- 16","9,452,000","9,617,000","9,832,000","9,262,000","10.36K","-1.72%"
"2019- 05- 15","9,617,000","9,536,000","9,753,000","9,243,000","8.63K","0.86%"
"2019- 05- 14","9,535,000","9,240,000","9,900,000","9,100,000","13.84K","3.19%"
